,id,titolo,modello,desc,link,anno,chilometri,cambio,price
103,104,FERRARI California T DCT,California,"Alzacristalli elettrici 
 Bracciolo 
 Climatizzatore 
 Controllo automatico clima 
 Cruise Control 
 Hill Holder 
 Park distance control 
 Sensore di pioggia 
 Sensori di parcheggio assistito anteriori 
 Sensori di parcheggio assistito posteriori 
 Sistema di navigazione 
 Specchietti laterali elettrici 
 Supporto lombare 
 Telecamera per parcheggio assistito 
 Tettuccio apribile 
 Volante in pelle 
 Volante multifunzione 
 Intrattenimento / Media 
 Bluetooth 
 Computer di bordo 
 MP3 
 Vivavoce 
 Extra 
 Cerchi in lega 
 Leve al volante 
 Sedili sportivi 
 Sospensioni sportive 
 Sicurezza 
 ABS 
 Airbag conducente 
 Airbag laterali 
 Antifurto 
 Chiusura centralizzata 
 Chiusura centralizzata telecomandata 
 Controllo automatico trazione 
 ESP 
 Fari LED 
 Fari Xenon 
 Immobilizzatore elettronico 
 Luci diurne 
 Luci diurne LED 
 Servosterzo 
 Sistema di controllo pressione pneumatici",https://www.subito.it/auto/ferrari-california-t-dct-arezzo-331252268.htm,11/2015,102000,Automatico,109000
104,105,Ferrari f355 - 1995,F355,"Auto perfetta.Tenuta da vero amatore. Catena di distribuzione sostituita, frizione nuova. Fari xenon. Batteria nuova. Pneumatici nuovi. Satellitare. Impianto stereo con Navigatore.Iscritta ASI (paga metà bollo) 
 Visibile a Napoli presso officina di riferimento per qualsiasi approfondimento.",https://www.subito.it/auto/ferrari-f355-1995-napoli-328901436.htm,01/1995,57000,Manuale,70000
105,106,Ferrari California dic2011 tenuta maniacalmente,California,"FERRARI CALIFORNIA DCT , TENUTA PERFETTAMENTE, CERTIFICAZIONE CHILOMETRAGGIO CON LIBRETTO TAGLIANDI UFFICIALE , GARANZIA POWER FERRARI ESTESA, pacchetto manutenzione ferrari 7 anni , colore nero carbone Ferrari metallizzato , sensori di parcheggio anteriori e posteriori , fari full Led e Xenon adattivi , cerchi in lega R 20 , scudetti laterali Ferrari nuovi , freni carbocermici , sospensioni magnetic logic , interni in pelle Daytona totalmente Rossi , cuciture rosse , cruscotto rivestito in pelle totalmente , regolazione elettrica dei sedili con memorie , volente multifunzione in pelle con regolazione elettrica , sedili riscaldati , cavallino rampante sui poggiatesta , leve al volante , controllo pressione pneumatici , cruise control , navigatore satellitare , predisposizione telefono , bluetooth , impianto stereo con caricatore USB-AUZ , antifurto , climatizzatore automatico , start & stop , ecc... 
  
 CONDIZIONI perfette ! 
  
 Auto Italiana, sedili e attrezzi ancora imbustati . 
  
 Annuncio di Privato ! 
  
 PER INFO : 3346713663",https://www.subito.it/auto/ferrari-california-dic2011-tenuta-maniacalmente-napoli-299973038.htm,12/2011,15000,Automatico,105000
106,107,Ferrari 488 Spider CABRIO (869),488,"Km 6000, 07/2018, 493 kW (670 cv) 
 Cambio automatico, Benzina, Euro 6 
 Cilindrata 3.902 cm³ 
  
 GARANZIA 12 MESI 
  
 Bracciolo 
 Climatizzatore 
 Controllo automatico clima 
 Park distance control 
 Sedili riscaldati 
 Sensore di luminosità 
 Sensore di pioggia 
 Sensori di parcheggio assistito posteriori 
 Sistema di navigazione 
 Sistema di parcheggio automatico 
 Specchietti laterali elettrici 
 Start/Stop Automatico 
 Telecamera per parcheggio assistito 
 Tettuccio apribile 
 Volante in pelle 
 Volante multifunzione 
 Autoradio digitale 
 Bluetooth 
 Computer di bordo 
 USB 
 Vivavoce 
 Cerchi in lega 
 Controllo vocale 
 Pacchetto sportivo 
 Sedili sportivi 
 Sospensioni sportive 
 ABS 
 Adaptive Cruise Control 
 Airbag conducente 
 Airbag laterali 
 Antifurto 
 Chiusura centralizzata 
 Chiusura centralizzata telecomandata 
 Controllo automatico trazione 
 ESP 
 Fari direzionali 
 Fari LED 
 Fari Xenon 
 Fendinebbia 
 Luci diurne 
 Luci diurne LED 
 Sistema di chiamata d'emergenza 
 Sistema di controllo pressione pneumatici 
 Sistema di riconoscimento della stanchezza 
  
 Il prezzo non è comprensivo del costo del passaggio di proprietà",https://www.subito.it/auto/ferrari-488-spider-cabrio-869-grosseto-330659257.htm,07/2018,6000,Automatico,249999
107,108,Ferrari 348 TB BERLINETTA 1990-ISCRITTA ASI LIBR,348,"LE VETTURE PROPOSTE E' PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRAÂ  
 SEDE 
  
 AUTOVETTURA ITALIANA NON D'IMPORTAZIONE 
 Â ...ALTRI ACCESSORI IN SEDE.... 
 siamo lieti di invitarvi ad effettuare qualsiasi tipo controllo sulla vetturaÂ Â  
  
 LA NOSTRA AZIENDA E' TRA LE POCHE IN ITALIA A PUBBLICARE LE FOTO DEI TAGLIANDI ESEGUITI, SE DISPONIBILI. DA NOI NON AVRAI SORPRESE, RICORDA: AUTO TAGLIANDATA = AUTO SICURA!!!!! 
  
 DIVENTA FANS DI GRUPPO BUANNE SU FACEBOOK !!! 
  
 GRUPPO BUANNE DOVE I VOSTRI SOGNI DIVENTANO REALTA' !!!! 
  
 SIAMO CONCESSONARI AUTO ED ESPERTI NEL SETTORE DAL 1975 
  
 NON NAVIGATE A VUOTO, VISITATE IL NOSTRO SITO: sito PER SCOPRIRE TUTTI I SERVIZI CHE BUANNEGROUP HA PENSATO SU MISURA PER VOI ! LE NOSTRE AUTO HANNO TUTTE IL LIBRETTO DEI SERVIZI, QUINDI KILOMETRAGGIO ORIGINALE E DIMOSTRABILE - NO SPIACEVOLI SORPRESE. 
  
 PER VISUALIZZARE LE FOTO DI QUESTA AUTOVETTURA SI PREGA DI FARE COPIA/INCOLLA DEL SEGUENTE LINK:Â  
 sito/pages/Gruppo-Buanne/156035437776749 VERRANNO MOSTRATE PER OGNI AUTO OLTRE 70 FOTO IN ALTA DEFINIZIONE CON INGRANDIMENTO A PIENO SCHERMO.Â  
  
 IL TRASFERIMENTO DI PROPRIETA' E' A CARICO DELL'ACQUIRENTE 
 1)CONSEGNA DELLA VETTURA IN 1 ORA: 
 PASSAGGIO IMMEDIATO PRESSO LA NOSTRA SEDE 
 2)SERVIZIO NAVETTA DA E PER AEREOPORTO, STAZIONE, AUTOSTRADA ETC... 
 3)GARANZIA 12 MESI CON POSSIBILITA' DI FAR VISIONARE L'AUTOVETTURA DAL VOSTRO MECCANICO DI FIDUCIA 
 4)INSIEME ALL'AUTO VIENE CONSEGNATO LIBRETTO CERTIFICATO DI PROPRIETA E DOPPIE CHIAVI. 
 5)PER CHI E' INTERESSATO DAL ESTERO PARLIAMO- FRANCESE -Â  
 VENITE A TROVARCI TROVERETE L'AUTO CHE PIACE A VOI",https://www.subito.it/auto/ferrari-348-tb-berlinetta-1990-iscritta-asi-libr-caserta-330621512.htm,01/1990,50023,-,59999
108,109,Ferrari Portofino Scudetti Nav Italiana Realment,Altro modello,"NON NAVIGATE A VUOTO, VISITATE IL NOSTRO SITO: sito PER SCOPRIRE TUTTI I SERVIZI CHE GRUPPOBUANNE HA PENSATO SU MISURA PER VOI ! LE NOSTRE AUTO HANNO TUTTE IL LIBRETTO DEI SERVIZI, QUINDI KILOMETRAGGIO ORIGINALE E DIMOSTRABILE - NO SPIACEVOLI SORPRESE. 
  
 -------------------------------- 
  
 IL TRASFERIMENTO DI PROPRIETA' E' A CARICO DELL'ACQUIRENTE 
 1)CONSEGNA DELLA VETTURA IN 1 ORA: 
 PASSAGGIO IMMEDIATO PRESSO LA NOSTRA SEDE 
 2)SERVIZIO NAVETTA DA E PER AEREOPORTO, STAZIONE, AUTOSTRADA ETC... 
 3)GARANZIA 12 MESI CON POSSIBILITA' DI FAR VISIONARE L'AUTOVETTURA DAL VOSTRO MECCANICO DI FIDUCIA 
 4)INSIEME ALL'AUTO VIENE CONSEGNATO LIBRETTO CERTIFICATO DI PROPRIETA E DOPPIE CHIAVI. 
 5)PER CHI E' INTERESSATO DAL ESTERO PARLIAMO- FRANCESE - 
 VENITE A TROVARCI TROVERETE L'AUTO CHE PIACE A VOI 
  
 ---------------------------------- 
  
 SIAMO CONCESSONARI AUTO ED ESPERTI NEL SETTORE DAL 1975 
  
 --------------------------------- 
  
 LE VETTURE PROPOSTE E' PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA 
 SEDE 
 AUTOVETTURA ITALIANA NON D'IMPORTAZIONE 
 Zona guida in carbonio + leds  
 Cavall cuciti su poggiatesta bianco 
 Sovratappeti colorati con logo 
 High Emotion low emission  
 Scudetti Scuderia Ferrari  
 Sospensioni magneride dualmode  
 Specchi elettrocromici esterni  
 Cerchi verniciati grigio opaco 
 Sedili full electric 
 Schienali post. Ribaltabili  
 Colore cuciture std su rich.+ ..ALTRI ACCESSORI IN SEDE... 
 siamo lieti di invitarvi ad effettuare qualsiasi tipo controllo sulla vettura 
  
 --------------------------------- 
  
 Altre informazioni 
 - UFFICIALE ITALIANA,KM 8.000 ORIGINALI, DIMOSTRABILI CON TUTTI I TAGLIANDI ESEGUITI IN CONCESSIONARIA UFFICIALE (vedi foto fatture tagliandi). 
 - PERFETTA SIA DI MECCANICA CHE INTERNO CHE CARROZZERIA. CONDIZIONI PARI AL NUOVO, DA VETRINA! 
 - N.B. IL CHILOMETRAGGIO DI TUTTE LE NOSTRE VETTURE VIENE CERTIFICATO E RIPORTATO SIA SUL CONTRATTO DI GARANZIA CHE IN FATTURA! 
  
 ------------------------------------ 
  
 DIVENTA FANS DI G",https://www.subito.it/auto/ferrari-portofino-scudetti-nav-italiana-realment-caserta-330621459.htm,06/2018,8780,-,204999
109,110,Ferrari F430 F1 COUPE&#x27 KM CERTIFICATI ITALI,F430,"NON NAVIGATE A VUOTO, VISITATE IL NOSTRO SITO: sito PER SCOPRIRE TUTTI I SERVIZI CHE GRUPPOBUANNE HA PENSATO SU MISURA PER VOI ! LE NOSTRE AUTO HANNO TUTTE IL LIBRETTO DEI SERVIZI, QUINDI KILOMETRAGGIO ORIGINALE E DIMOSTRABILE - NO SPIACEVOLI SORPRESE. 
  
 -------------------------------- 
  
 IL TRASFERIMENTO DI PROPRIETA' E' A CARICO DELL'ACQUIRENTE 
 1)CONSEGNA DELLA VETTURA IN 1 ORA: 
 PASSAGGIO IMMEDIATO PRESSO LA NOSTRA SEDE 
 2)SERVIZIO NAVETTA DA E PER AEREOPORTO, STAZIONE, AUTOSTRADA ETC... 
 3)GARANZIA 12 MESI CON POSSIBILITA' DI FAR VISIONARE L'AUTOVETTURA DAL VOSTRO MECCANICO DI FIDUCIA 
 4)INSIEME ALL'AUTO VIENE CONSEGNATO LIBRETTO CERTIFICATO DI PROPRIETA E DOPPIE CHIAVI. 
 5)PER CHI E' INTERESSATO DAL ESTERO PARLIAMO- FRANCESE -  
 VENITE A TROVARCI TROVERETE L'AUTO CHE PIACE A VOI  
  
 ---------------------------------- 
  
 SIAMO CONCESSONARI AUTO ED ESPERTI NEL SETTORE DAL 1975 
  
 --------------------------------- 
  
 LE VETTURE PROPOSTE E' PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA  
 SEDE 
 AUTOVETTURA ITALIANA NON D'IMPORTAZIONE 
 CAMBIO AUTOMATICO F1 + NAVIGATORE + PAD + PELLE + FARI XENO + SCUDETTI + SEDILI REG ELETT + TAGLIANDI FERRARI + UFFICIALE ITALIANA + UNICO PROPRIETARIO + ..ALTRI ACCESSORI IN SEDE... 
 siamo lieti di invitarvi ad effettuare qualsiasi tipo controllo sulla vettura  
  
 --------------------------------- 
  
 Altre informazioni 
 - UFFICIALE ITALIANA,KM 7.000 ORIGINALI, DIMOSTRABILI CON TUTTI I TAGLIANDI ESEGUITI IN CONCESSIONARIA UFFICIALE (vedi foto fatture tagliandi). 
 - PERFETTA SIA DI MECCANICA CHE INTERNO CHE CARROZZERIA. CONDIZIONI PARI AL NUOVO, DA VETRINA!  
 - N.B. IL CHILOMETRAGGIO DI TUTTE LE NOSTRE VETTURE VIENE CERTIFICATO E RIPORTATO SIA SUL CONTRATTO DI GARANZIA CHE IN FATTURA! 
  
 ------------------------------------ 
  
 DIVENTA FANS DI GRUPPO BUANNE SU FACEBOOK & INSTAGRAM !!! 
  
 GRUPPO BUANNE DOVE I VOSTRI SOGNI DIVENTANO REALTA' !!!!",https://www.subito.it/auto/ferrari-f430-f1-coupe-x27-km-certificati-itali-caserta-330621454.htm,12/2005,7148,-,120000
110,111,Ferrari F430 SPIDER F1.FRENI CARBOCERAMICA NAVI ,F430,"LE VETTURE PROPOSTE E' PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA  
 SEDE 
  
 VETTURA ITALIANA PROVENIENZA PRIVATO TAGLIANDATA CASA FERRARI, IMPIANTO BOSE NAVIGATORE CAMBIO AL VOLANTE, ANTIFURTO SATELLITARE  
  
 DISPONIBILE PRESSO IL NOSTRO AUTOSALONE 
  
 PRONTA CONSEGNA 
  
 DIVENTA FANS DI GRUPPO BUANNE SU FACEBOOK !!! 
  
 GRUPPO BUANNE DOVE I VOSTRI SOGNI DIVENTANO REALTA' !!!! 
  
 SIAMO CONCESSONARI AUTO ED ESPERTI NEL SETTORE DAL 1975 
  
 NON NAVIGATE A VUOTO, VISITATE IL NOSTRO SITO: sito PER SCOPRIRE TUTTI I SERVIZI CHE BUANNEGROUP HA PENSATO SU MISURA PER VOI ! LE NOSTRE AUTO HANNO TUTTE IL LIBRETTO DEI SERVIZI, QUINDI KILOMETRAGGIO ORIGINALE E DIMOSTRABILE - NO SPIACEVOLI SORPRESE. 
  
 PER VISUALIZZARE LE FOTO DI QUESTA AUTOVETTURA SI PREGA DI FARE COPIA/INCOLLA DEL SEGUENTE LINK: sito/pages/Gruppo-Buanne/156035437776749 VERRANNO MOSTRATE PER OGNI AUTO OLTRE 70 FOTO IN ALTA DEFINIZIONE CON INGRANDIMENTO A PIENO SCHERMO.  
  
 IL TRASFERIMENTO DI PROPRIETA' E' A CARICO DELL'ACQUIRENTE 
 1)CONSEGNA DELLA VETTURA IN 1 ORA: 
 PASSAGGIO IMMEDIATO PRESSO LA NOSTRA SEDE 
 2)SERVIZIO NAVETTA DA E PER AEREOPORTO, STAZIONE, AUTOSTRADA ETC... 
 3)GARANZIA 12 MESI CON POSSIBILITA' DI FAR VISIONARE L'AUTOVETTURA DAL VOSTRO MECCANICO DI FIDUCIA 
 4)INSIEME ALL'AUTO VIENE CONSEGNATO LIBRETTO CERTIFICATO DI PROPRIETA E DOPPIE CHIAVI. 
 5)PER CHI E' INTERESSATO DAL ESTERO PARLIAMO- FRANCESE -  
 VENITE A TROVARCI TROVERETE L'AUTO CHE PIACE A VOI",https://www.subito.it/auto/ferrari-f430-spider-f1-freni-carboceramica-navi-caserta-330621447.htm,04/2007,14500,-,160000
111,112,Ferrari F12 BERLINETTA DCT KIT CARBONIO GARANZIA,F12,"LE VETTURE PROPOSTE E' PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA  
 SEDE 
  
 AUTOVETTURA ITALIANA NON D'IMPORTAZIONE 
  
 vettura che di listino sta oltre 368.000,00 euro! 
  
 AFSI SISTEMA AFS 
 CALB CALIPER FRENI NERO LUCIDO 
 CEFL RETRONEBBIA IN CARBONIO 
 CEXD ESTRATTORE POST.IN CARBONIO 
 CEXF PROIETTORI IN CARBONIO 
 CEXS RIVEST.SOTTOPORTA IN CARBONIO 
 CFG1 GRIGLIA ANT.CON PROF.CROMATI 
 CIDL ZONA GUIDA IN CARBONIO+LEDS 
 CILR BRIDGE IN CARBONIO 
 CISK BATTITACCO ESTERNO IN CARBONIO 
 CITP PORTABICCHIERE IN CARBONIO 
 CRS1 CRUISE CONTROL 
 DATR INSERTI PLANCIA IN CARBONIO 
 DEPK KIT TELEMETRIA 
 ELEV SOLLEVATORE DI DISIMPEGNO 
 EMPH CAVALL.CUCITI SU POGGIATESTA 
 EMR1 SPECCHI EST.CON INTERNI NERI 
 FCWS SPOILER ANTERIORE IN CARBONIO 
 INST PANNELLO STRUMENTI  
 094077934 STRUMENTAZIONE COLORE ROSSO 
 LANG LIBRETTO VETTURA 
 094084700 LIBRETTO VETTURA IN ITALIANO 
 LOGO SCUDETTI SCUDERIA FERRARI 
 MIR2 SPECCHI ELETTR.INT/EST 
 NDSP NOTO SULLA DISPOSIZIONE 
 PIP4 INTERNO ABITACOLO VERNICIATO 
 094084193 COLORE ESTERNO VETTURA 
 RSCH SEDILI RACING IN CARBONIO 
 094078317 SEDILI TAGLIA LARGE 
 RSES ALZASEDILE SPORTIVO 
 RSFD CERCHI 20 FORGIATI DIAMANTATI 
 RUF1 CIELO VETTURA IN PELLE 
 364018500 NERO 8500 (BLACK) 
 SHF3 CAPPELIERA IN PELLE 
 364018500 NERO 8500 BLACK 
 SPEC ALLESTIMENTO SPECIALE 
 STC1 COLORE CUCITURE STD SU RICH. 
 364100504 ROSSO (RED)0504 
 TPM0 KIT CONTROLLO PRESS PNEU 
 TRCA KIT TELECAMERA DA PISTA 
 ...ALTRI ACCESSORI IN SEDE.... 
 siamo lieti di invitarvi ad effettuare qualsiasi tipo controllo sulla vettura  
  
 LA NOSTRA AZIENDA E' TRA LE POCHE IN ITALIA A PUBBLICARE LE FOTO DEI TAGLIANDI ESEGUITI, SE DISPONIBILI. DA NOI NON AVRAI SORPRESE, RICORDA: AUTO TAGLIANDATA = AUTO SICURA!!!!! 
  
 DIVENTA FANS DI GRUPPO BUANNE SU FACEBOOK !!! 
  
 GRUPPO BUANNE DOVE I VOSTRI SOGNI DIVENTANO REALTA' !!!! 
  
 SIAMO CONCESSONARI AUTO ED ESPERTI NEL SETTORE DAL 1975 
  
 NON NAVIGATE A VUOTO, VISITATE IL NOSTRO SITO: sito PER SCOPRIRE TUTTI I SERVIZI CHE BUANNEGROUP HA PENSATO SU MISURA PER VOI ! LE NOSTRE A",https://www.subito.it/auto/ferrari-f12-berlinetta-dct-kit-carbonio-garanzia-caserta-330621445.htm,03/2014,9000,-,265000
112,113,FERRARI 360 Spider F1,360,"Chilometraggio: 84000  
  Condizioni: usato  
  Immatricolazione: 07/2001  
  Tipologia: Cabrio  
  Carburante: Benzina  
  Tipo di cambio: Manuale  
    
  Volante in pelle, Immobilizzatore elettronico, Cronologia tagliandi, Cerchi in lega, Antifurto, Lettore CD, Autoradio, Tettuccio apribile, Servosterzo, Interni in pelle, Climatizzatore, Chiusura centralizzata, Boardcomputer, Alzacristalli elettrici, Fari Xenon, Controllo trazione, Airbag Passeggero, Airbag, ABS  
    
  Vi ringraziamo per aver preso visione di una vettura Gieffecar.  
    
  FERRARI 360 SPIDER F1  
  MOTORE euro 3  3586cc 400 PS  
  VERNICE ROSSO CORSA 322  
  CAMBIO AUTOMATICO CON PADDLE AL VOLANTE  
  PNEUMATICI PIRELLI P-ZERO ASIMMETRICO DA 18""  
    
  CONTATTO DIRETTO: SIG. CARGNELUTTI MARCO 339/6006398  
    
  Tutte le vetture del nostro parco hanno percorrenza certificata e godono della garanzia legale di conformità.   
  Valutiamo a distanza la Vostra auto usata: inviateci una descrizione dettagliata ed alcune fotografie per consentirci di rispondervi con rapidità e precisione.   
  Disponiamo di soluzioni finanziarie e assicurative oltre ad un servizio di noleggio a breve e lungo termine, assistenza, carrozzeria, revisioni MCTC.   
  Le nostre proposte sono visibili in tempo reale sul sito sitoweb.   
  Contattateci subito su vendita@sitoweb.   
  Gieffecar Srl declina ogni responsabilità per eventuali imprecisioni nella descrizione degli equipaggiamenti tecnici e degli accessori indicati.  
    
  Contatti: 0432521036 , 3396006398  
  Rivenditore GIEFFECAR SRL",https://www.subito.it/auto/ferrari-360-spider-f1-udine-323750526.htm,07/2001,84000,Manuale,90000
113,114,Ferrari 360 F1,360,"Auto in buone condizioni generali, scarico f430 x un sound bellissimo, ifrizione al 90%, una serie di lavori eseguiti, cerchi challenger da 19.Dò serietà e pretendo serietà, quindi solo gente realmente interessata. No gente che vuole farsi giri o prove inutili, soprattutto . Da quest'anno (2020 )diventa auto storica quindi agevolazioni su bollo e assicurazione.",https://www.subito.it/auto/ferrari-360-f1-bari-304526837.htm,11/2000,44000,Automatico,73000
114,115,"FERRARI 612 Scaglietti F1' 540Cv ""Km16000""",612,"Chilometraggio: 16300 
 Condizioni: usato 
 Immatricolazione: 09/2004 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Sequenziale 
  
 Volante in pelle, UniProprietario, Sedili sportivi, Pacchetto sportivo, Chiusura centralizzata telecomandata, Immobilizzatore elettronico, Cronologia tagliandi, Cerchi in lega, Antifurto, Volante multifunzione, Lettore CD, Autoradio, Servosterzo, Regolazione elettrica sedili, Park Distance Control, Interni in pelle, Controllo automatico clima, Climatizzatore, Chiusura centralizzata, Boardcomputer, Alzacristalli elettrici, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag, ABS 
  
 ..""SPLENDIDO ed INTROVABILE"".. F612 Scaglietti F1 - 5.7i V12 570cv.. Unipro.. Soli 16000Km.. Sempre Garage.. Ufficiale e Certificata RCorse.. Book FERRARI.. Manutenzione Scrupolosa e Periodica+Cinghie.. Telo +Kit Corredo di Bordo Completo.. ..""TRATTATIVE RISERVATE in Sede""..  Valutiamo Permute Usato..  per info e Visione, previo Appuntamento: vendite@sitoweb  - 02/66823710  ""VISUALIZZA TUTTE LE NOSTRE OFFERTE e SERVIZI sul SITO : sitoweb "" 
 Rivenditore SB Carsbasilio",https://www.subito.it/auto/ferrari-612-scaglietti-f1-540cv-km16000-milano-330542871.htm,09/2004,16300,Sequenziale,98500
115,116,Ferrari 612 Scaglietti F1 - ONLY 1900 KM,612,"AUTO ITALIANA, PARI AL NUOVO, UNICOPROPRIETARIO, SOLO 1920 KM. SEMPRE TAGLIANDATA UFFICIALE, COMPLETA DI TUTTO IL CORREDO ORIGINALE (TROUSSE, SERVICE BOOK, BORSE ATTREZZI, CHIAVI DOPPIE, TELO AUTO, VIP BOOK).  
  
  OPTIONALS: 
  
  COLORE ESTERNO GRIGIO TITANIO 
  INTERNO ROSSO CARTIER 
  SCUDETTI IN CERAMICA 
  SENSORI DI PARCHEGGIO ANTERIORI E POSTERIORI 
  CERCHI SCOMPONIBILI 
  SEDILI FULL ELECTRIC 
  
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
  sito",https://www.subito.it/auto/ferrari-612-scaglietti-f1-only-1900-km-cremona-330516529.htm,11/2005,1920,Sequenziale,115000
116,117,Ferrari 812 SUPERFAST,Altro modello,"AUTO NUOVA, UFFICIALE ITALIANA, 7 ANNI DI MANUTENZIONE PROGRAMMATA E 24 MESI DI GARANZIA DA CASA MADRE. IVA ESPOSTA - LEASINGABILE 
  
  
  
 COLORE ROSSO CORSA - INTERNO CUOIO 
  
 OPTIONAL: 
  
 RSCH SEDILI RACING IN CARBONIO 
 CALY CALIPER FRENI COLORE GIALLO 
 LOGO SCUDETTI IN CERAMICA 
 RMSV CERCHI '20 FORGIATI VERNICIATI 
 BVEN ANELLO NERO BOCCHETTONI PLANCIA 
 CIDL ZONA GUIDA IN CARBONIO + LEDS 
 DATR INSERTI PLANCIA IN CARBONIO 
 ULEZ PARTE ALTA ABITACOLO IN PELLE 
 CTU4 TUNNEL CENTRALE IN PELLE 
 RUF1 CIELO VETTURA IN PELLE 
 SHF1 PANCHETTA POSTERIORE IN PELLE 
 SHF3 CAPPELLIERA IN PELLE 
 LUDP PANNELLO PORTA IN PELLE CUOIO 
 LTDP CENTRALE PANNELLO PORTA CUOIO 
 EMPH CAVALLINI CUCITI SU POGGIATESTA 
 STC1 CUCITURE IN CONTRASTO NERO 
 RPMI FONDO CONTAGIRI GIALLO 
 AFS2 PROIETTORI ANTERIORI ADATTIVI + SBL 
 ELEV SOLLEVATORE DI DISIMPEGNO 
 HELE HIGH EMOTION LOW EMISSION 
 PAC1 PARKING CAMERA + SENSORI ANT E POST  
 KIT1 KIT ACCESSORI PREMIUM  
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito 
  
  
  
  
 ",https://www.subito.it/auto/ferrari-812-superfast-cremona-330516528.htm,08/2019,0,Sequenziale,360000
117,118,Ferrari ( la Ferrari),LaFerrari,"296 km 
 5/2016 
 La macchina e nuovissima  
 In conto di un amico",https://www.subito.it/auto/ferrari-la-ferrari-milano-330489032.htm,05/2016,296,-,1111111
118,119,Ferrari 348 tb,348,Vendesi bellissima Ferrari 348 tb,https://www.subito.it/auto/ferrari-348-tb-palermo-307158072.htm,02/1991,39500,Manuale,53000
119,120,Ferrari GTC4Lusso ,GTC4Lusso,"DEK:[3214286] 
 -APPLE CARPLAY 
 -ADAPTIVE HEADLIGHTS WITH SBL FUNCTION 
 -YELLOW BRAKE CALLIPERS 
 -FRONT GRILLE WITH CHROMED EDGES 
 -FRONT BUMPER PROTECTION FILM  
 -CENTER CONSOLE 
 -SUSPENSION LIFTER 
 -SPORT EXHAUST SYSTEM 
 -HIGH EMOTION LOW EMISSION 
 -PASSENGER DISPLAY 
 -HI-FI SYSTEM 
 -YELLOW REV. COUNTER 
 -BARB.FIB.STEERING WHEEL+LEDS 
 -'SCUDERIA FERRARI' SHIELDS 
 Per qualsiasi informazione non esitate a contattarci al seguente numero 0755991044. Metteremo a vostra disposizione tutta la nostra esperienza e professionalità! Inoltre potete visitare il nostro sito [sito concessionario] e cliccando ""mi piace"" alla nostra pagina facebook ""MANTOVANI AUTO"" potrete trovare tante occasioni, novità e offerte di auto nuove, Km0 e usate delle migliori marche! 
 Possibilità di valutazione permute di ogni genere, di finanziamento o leasing adatte a tutte le esigenze.  
 Servizi di officina autorizzata Alfa Romeo e Volkswagen, riparazioni, manutenzioni e revisione periodica. 
 Serietà. assistenza e professionalità al vostro servizio! Vi aspettiamo!  
 *Ricordiamo che la dotazione tecnica e gli optional potrebbero, in lacuni casi, differire dall'effettivo equipaggiamento della vettura. Mantovani Srl declina ogni responsabilità per eventuali involontarie incongruenze, che non rappresentano un impegno contrattuale.  
  
 EQUIPAGGIAMENTI DI SERIE : 
 ABS + EBD - Airbag frontali a scomparsa su lato guida e passeggero - Airbag laterali a scomparsa su pannello porta per protezione testa - Cambio sequenziale a 7 marce - Cerchi in lega 20"" - Chiave con trasponder, antifurto integrato e telecomando per apertura porte e cofano baule - Climatizzatore bi-zonale - Controllo Trazione F1 - Track - Display centrale del sistema d'infotainment da 10,25"" - ESC - (Electronic Stability Control) - Fanali posteriori con Leds - Fari Bi-Xenon + funzionalità DRL - HELE - High Emotion Low Emission - Impianto freni in carboceramica - Interno in pelle - Kit riparazione pneumatici - Mantenitore di carica - Parabrezza...",https://www.subito.it/auto/ferrari-gtc4lusso-perugia-330434134.htm,12/2016,21700,Sequenziale,213000
